identity/LineItemId,identity/TimeInterval,bill/InvoiceId,bill/InvoicingEntity,bill/BillingEntity,bill/BillType,bill/PayerAccountId,bill/BillingPeriodStartDate,bill/BillingPeriodEndDate,lineItem/UsageAccountId,lineItem/LineItemType,lineItem/UsageStartDate,lineItem/UsageEndDate,lineItem/ProductCode,lineItem/UsageType,lineItem/Operation,lineItem/AvailabilityZone,lineItem/ResourceId,lineItem/UsageAmount,lineItem/NormalizationFactor,lineItem/NormalizedUsageAmount,lineItem/CurrencyCode,lineItem/UnblendedRate,lineItem/UnblendedCost,lineItem/BlendedRate,lineItem/BlendedCost,lineItem/LineItemDescription,lineItem/TaxType,lineItem/LegalEntity,product/ProductName,product/availability,product/availabilityZone,product/capacitystatus,product/classicnetworkingsupport,product/clockSpeed,product/countsAgainstQuota,product/currentGeneration,product/dataTransferQuota,product/databaseEngine,product/deploymentOption,product/durability,product/ecu,product/engineCode,product/enhancedNetworkingSupported,product/freeOverage,product/fromLocation,product/fromLocationType,product/fromRegionCode,product/group,product/groupDescription,product/instanceFamily,product/instanceType,product/instanceTypeFamily,product/intelAvx2Available,product/intelAvxAvailable,product/intelTurboAvailable,product/licenseModel,product/location,product/locationType,product/logsDestination,product/marketoption,product/maxIopsBurstPerformance,product/maxIopsvolume,product/maxThroughputvolume,product/maxVolumeSize,product/memory,product/minVolumeSize,product/networkPerformance,product/normalizationSizeFactor,product/operatingSystem,product/operation,product/overageType,product/physicalProcessor,product/platousagetype,product/preInstalledSw,product/processorArchitecture,product/processorFeatures,product/productFamily,product/region,product/regionCode,product/servicecode,product/servicename,product/sku,product/storage,product/storageClass,product/storageMedia,product/tenancy,product/toLocation,product/toLocationType,product/toRegionCode,product/transferType,product/usagetype,product/vcpu,product/version,product/volumeApiName,product/volumeType,product/vpcnetworkingsupport,pricing/RateCode,pricing/RateId,pricing/currency,pricing/publicOnDemandCost,pricing/publicOnDemandRate,pricing/term,pricing/unit,reservation/AmortizedUpfrontCostForUsage,reservation/AmortizedUpfrontFeeForBillingPeriod,reservation/EffectiveCost,reservation/EndTime,reservation/ModificationStatus,reservation/NormalizedUnitsPerReservation,reservation/NumberOfReservations,reservation/RecurringFeeForUsage,reservation/StartTime,reservation/SubscriptionId,reservation/TotalReservedNormalizedUnits,reservation/TotalReservedUnits,reservation/UnitsPerReservation,reservation/UnusedAmortizedUpfrontFeeForBillingPeriod,reservation/UnusedNormalizedUnitQuantity,reservation/UnusedQuantity,reservation/UnusedRecurringFee,reservation/UpfrontValue,savingsPlan/TotalCommitmentToDate,savingsPlan/SavingsPlanARN,savingsPlan/SavingsPlanRate,savingsPlan/UsedCommitment,savingsPlan/SavingsPlanEffectiveCost,savingsPlan/AmortizedUpfrontCommitmentForBillingPeriod,savingsPlan/RecurringCommitmentForBillingPeriod
dzxdp6wowlontjt3ih7hjt6xb6q2oxauumtibiajhhhtawfqlxba,2022-02-01T00:00:00Z/2022-03-01T00:00:00Z,,"Amazon Web Services Canada, Inc.",AWS,Anniversary,623668833879,2022-02-01T00:00:00Z,2022-03-01T00:00:00Z,623668833879,Usage,2022-02-03T16:00:00Z,2022-02-03T17:00:00Z,AmazonS3,USE2-Requests-Tier2,HeadBucket,,elasticbeanstalk-us-east-2-623668833879,2.0000000000,,,USD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,$0.00 per request - GET and all other requests under the monthly global free tier,,"Amazon Web Services Canada, Inc.",Amazon Simple Storage Service,,,,,,,,,,,,,,,,,,,S3-API-Tier2,GET and all other requests,,,,,,,,US East (Ohio),AWS Region,,,,,,,,,,,,,,,,,,,API Request,us-east-2,us-east-2,AmazonS3,Amazon Simple Storage Service,DJEKB32FV4HNZJZY,,,,,,,,,USE2-Requests-Tier2,,,,,,DJEKB32FV4HNZJZY.A429C66SYZ.6YS6EN2CT7,6083858959,USD,0.0000008000,0.0000004000,,Requests,,,,,,,,,,7572258442,,,,,,,,,,,,,,,
x2d42fukge74lqi4x42klfmn7id3bp3gzov4t32kajkitqonqsca,2022-02-01T00:00:00Z/2022-03-01T00:00:00Z,,"Amazon Web Services Canada, Inc.",AWS,Anniversary,623668833879,2022-02-01T00:00:00Z,2022-03-01T00:00:00Z,623668833879,Usage,2022-02-03T16:00:00Z,2022-02-03T17:00:00Z,AmazonS3,USE2-Requests-Tier2,ReadACL,,elasticbeanstalk-us-east-2-623668833879,2.0000000000,,,USD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,$0.00 per request - GET and all other requests under the monthly global free tier,,"Amazon Web Services Canada, Inc.",Amazon Simple Storage Service,,,,,,,,,,,,,,,,,,,S3-API-Tier2,GET and all other requests,,,,,,,,US East (Ohio),AWS Region,,,,,,,,,,,,,,,,,,,API Request,us-east-2,us-east-2,AmazonS3,Amazon Simple Storage Service,DJEKB32FV4HNZJZY,,,,,,,,,USE2-Requests-Tier2,,,,,,DJEKB32FV4HNZJZY.A429C66SYZ.6YS6EN2CT7,6083858959,USD,0.0000008000,0.0000004000,,Requests,,,,,,,,,,7572258442,,,,,,,,,,,,,,,
ewq7xmkwuibqhnnrmqg2jss2gexgkp7ahkelrnxqzrh6ifas45va,2022-02-01T00:00:00Z/2022-03-01T00:00:00Z,,"Amazon Web Services Canada, Inc.",AWS,Anniversary,623668833879,2022-02-01T00:00:00Z,2022-03-01T00:00:00Z,623668833879,Usage,2022-02-03T16:00:00Z,2022-02-03T17:00:00Z,AmazonS3,USE2-Requests-Tier2,ReadBucketPolicyStatus,,elasticbeanstalk-us-east-2-623668833879,2.0000000000,,,USD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,$0.00 per request - GET and all other requests under the monthly global free tier,,"Amazon Web Services Canada, Inc.",Amazon Simple Storage Service,,,,,,,,,,,,,,,,,,,S3-API-Tier2,GET and all other requests,,,,,,,,US East (Ohio),AWS Region,,,,,,,,,,,,,,,,,,,API Request,us-east-2,us-east-2,AmazonS3,Amazon Simple Storage Service,DJEKB32FV4HNZJZY,,,,,,,,,USE2-Requests-Tier2,,,,,,DJEKB32FV4HNZJZY.A429C66SYZ.6YS6EN2CT7,6083858959,USD,0.0000008000,0.0000004000,,Requests,,,,,,,,,,7572258442,,,,,,,,,,,,,,,
z46urqr7gavfzmfbp4rfn56lqp3tb4d7akef4ts57etaquwvs2oq,2022-02-01T00:00:00Z/2022-03-01T00:00:00Z,,"Amazon Web Services Canada, Inc.",AWS,Anniversary,623668833879,2022-02-01T00:00:00Z,2022-03-01T00:00:00Z,623668833879,Usage,2022-02-03T16:00:00Z,2022-02-03T17:00:00Z,AmazonS3,USE2-Requests-Tier2,ReadBucketPublicAccessBlock,,elasticbeanstalk-us-east-2-623668833879,2.0000000000,,,USD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,$0.00 per request - GET and all other requests under the monthly global free tier,,"Amazon Web Services Canada, Inc.",Amazon Simple Storage Service,,,,,,,,,,,,,,,,,,,S3-API-Tier2,GET and all other requests,,,,,,,,US East (Ohio),AWS Region,,,,,,,,,,,,,,,,,,,API Request,us-east-2,us-east-2,AmazonS3,Amazon Simple Storage Service,DJEKB32FV4HNZJZY,,,,,,,,,USE2-Requests-Tier2,,,,,,DJEKB32FV4HNZJZY.A429C66SYZ.6YS6EN2CT7,6083858959,USD,0.0000008000,0.0000004000,,Requests,,,,,,,,,,7572258442,,,,,,,,,,,,,,,
alyqmbcsjhhvqx4eqdzbfp3optfqqyfd4mbts566eipwy355ywda,2022-02-01T00:00:00Z/2022-03-01T00:00:00Z,,"Amazon Web Services Canada, Inc.",AWS,Anniversary,623668833879,2022-02-01T00:00:00Z,2022-03-01T00:00:00Z,623668833879,Usage,2022-02-02T07:00:00Z,2022-02-02T08:00:00Z,AmazonEC2,USE2-SAE1-AWS-In-Bytes,PublicIP-In,,i-09b9f607ac53f8fdc,0.0000000373,,,USD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,$0.00 per GB - US East (Ohio) data transfer from South America (Sao Paulo),,"Amazon Web Services Canada, Inc.",Amazon Elastic Compute Cloud,,,,,,,,,,,,,,,,US East (Ohio),AWS Region,us-east-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data Transfer,us-east-2,,AWSDataTransfer,AWS Data Transfer,DS2RTRSQTCZTY5VC,,,,,South America (Sao Paulo),AWS Region,sa-east-1,InterRegion Inbound,USE2-SAE1-AWS-In-Bytes,,,,,,DS2RTRSQTCZTY5VC.JRTCKXETXF.6YS6EN2CT7,5713130879,USD,0.0000000000,0.0000000000,OnDemand,GB,,,,,,,,,,7572258452,,,,,,,,,,,,,,,
dst6lolkozj52h4cj7gsmdmg4eb7hdtryxa6yvpuoag5ctxhzhna,2022-02-01T00:00:00Z/2022-03-01T00:00:00Z,,"Amazon Web Services Canada, Inc.",AWS,Anniversary,623668833879,2022-02-01T00:00:00Z,2022-03-01T00:00:00Z,623668833879,Usage,2022-02-06T10:00:00Z,2022-02-06T11:00:00Z,AmazonEC2,USE2-SAE1-AWS-In-Bytes,PublicIP-In,,i-0cfacb22462d8aa72,0.0000000438,,,USD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,$0.00 per GB - US East (Ohio) data transfer from South America (Sao Paulo),,"Amazon Web Services Canada, Inc.",Amazon Elastic Compute Cloud,,,,,,,,,,,,,,,,US East (Ohio),AWS Region,us-east-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data Transfer,us-east-2,,AWSDataTransfer,AWS Data Transfer,DS2RTRSQTCZTY5VC,,,,,South America (Sao Paulo),AWS Region,sa-east-1,InterRegion Inbound,USE2-SAE1-AWS-In-Bytes,,,,,,DS2RTRSQTCZTY5VC.JRTCKXETXF.6YS6EN2CT7,5713130879,USD,0.0000000000,0.0000000000,OnDemand,GB,,,,,,,,,,7572258452,,,,,,,,,,,,,,,
q64vn2lk2l6srnt6yt7jeucw4gb4hpwl6glfegrxxc2w7ry35xwq,2022-02-01T00:00:00Z/2022-03-01T00:00:00Z,,"Amazon Web Services Canada, Inc.",AWS,Anniversary,623668833879,2022-02-01T00:00:00Z,2022-03-01T00:00:00Z,623668833879,Usage,2022-02-01T12:00:00Z,2022-02-01T13:00:00Z,AWSELB,USE2-SAE1-AWS-In-Bytes,LoadBalancing-PublicIP-In,,arn:aws:elasticloadbalancing:us-east-2:623668833879:loadbalancer/app/edloadbalancer1/a716f415912e9b6a,0.0000000373,,,USD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,$0.00 per GB - US East (Ohio) data transfer from South America (Sao Paulo),,"Amazon Web Services Canada, Inc.",Elastic Load Balancing,,,,,,,,,,,,,,,,US East (Ohio),AWS Region,us-east-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data Transfer,us-east-2,,AWSDataTransfer,AWS Data Transfer,DS2RTRSQTCZTY5VC,,,,,South America (Sao Paulo),AWS Region,sa-east-1,InterRegion Inbound,USE2-SAE1-AWS-In-Bytes,,,,,,DS2RTRSQTCZTY5VC.JRTCKXETXF.6YS6EN2CT7,5713130879,USD,0.0000000000,0.0000000000,OnDemand,GB,,,,,,,,,,7572258452,,,,,,,,,,,,,,,
xa7kvot3tnktqxwakz2pxczyygpylkkpvozdxyfkyi646ynllkuq,2022-02-01T00:00:00Z/2022-03-01T00:00:00Z,,"Amazon Web Services Canada, Inc.",AWS,Anniversary,623668833879,2022-02-01T00:00:00Z,2022-03-01T00:00:00Z,623668833879,Usage,2022-02-01T00:00:00Z,2022-02-07T12:00:00Z,awswaf,USE2-AMR-BotControl-Request,ALB,,arn:aws:wafv2:us-east-2:670522229955:regional/rulegroup/AWSManagedRulesBotControlRuleSet/9e2bf5c8-2539-4b1d-8746-2f3f8cb30816,1521.0000000000,,,USD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,$0 per million requests processed by Bot Control,,"Amazon Web Services Canada, Inc.",AWS WAF,,,,,,,,,,,,,,,,,,,AMR Bot Control Request,AMR Bot Control Request Processed,,,,,,,,US East (Ohio),AWS Region,,,,,,,,,,,,,,,,,,,Web Application Firewall,us-east-2,us-east-2,awswaf,AWS WAF,E73GE5APFVGBSU34,,,,,,,,,USE2-AMR-BotControl-Request,,,,,,E73GE5APFVGBSU34.JRTCKXETXF.HWDSBTNJX9,3533398360,USD,0.0015210000,0.0000010000,OnDemand,Request,,,,,,,,,,7572258521,,,,,,,,,,,,,,,
hfb7nmtyq7n44f3kny6gltlglx2rz454bspowvtawllvn7vwfhga,2022-02-01T00:00:00Z/2022-03-01T00:00:00Z,,"Amazon Web Services Canada, Inc.",AWS,Anniversary,623668833879,2022-02-01T00:00:00Z,2022-03-01T00:00:00Z,623668833879,Usage,2022-02-02T06:00:00Z,2022-02-02T07:00:00Z,AmazonEC2,USE2-EUW2-AWS-In-Bytes,PublicIP-In,,i-09b9f607ac53f8fdc,0.0000000559,,,USD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,$0.00 per GB - US East (Ohio) data transfer from EU (London),,"Amazon Web Services Canada, Inc.",Amazon Elastic Compute Cloud,,,,,,,,,,,,,,,,US East (Ohio),AWS Region,us-east-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data Transfer,us-east-2,,AWSDataTransfer,AWS Data Transfer,E89NE248V7NX7D6R,,,,,EU (London),AWS Region,eu-west-2,InterRegion Inbound,USE2-EUW2-AWS-In-Bytes,,,,,,E89NE248V7NX7D6R.JRTCKXETXF.6YS6EN2CT7,5713134437,USD,0.0000000000,0.0000000000,OnDemand,GB,,,,,,,,,,7572258452,,,,,,,,,,,,,,,
7k6sktyrej5fxpajxghqbkgtarnahjaar6wtwc2bky7ytulxif3a,2022-02-01T00:00:00Z/2022-03-01T00:00:00Z,,"Amazon Web Services Canada, Inc.",AWS,Anniversary,623668833879,2022-02-01T00:00:00Z,2022-03-01T00:00:00Z,623668833879,Usage,2022-02-05T21:00:00Z,2022-02-05T22:00:00Z,AmazonEC2,USE2-EUW2-AWS-In-Bytes,PublicIP-In,,i-0cfacb22462d8aa72,0.0000000447,,,USD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,$0.00 per GB - US East (Ohio) data transfer from EU (London),,"Amazon Web Services Canada, Inc.",Amazon Elastic Compute Cloud,,,,,,,,,,,,,,,,US East (Ohio),AWS Region,us-east-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data Transfer,us-east-2,,AWSDataTransfer,AWS Data Transfer,E89NE248V7NX7D6R,,,,,EU (London),AWS Region,eu-west-2,InterRegion Inbound,USE2-EUW2-AWS-In-Bytes,,,,,,E89NE248V7NX7D6R.JRTCKXETXF.6YS6EN2CT7,5713134437,USD,0.0000000000,0.0000000000,OnDemand,GB,,,,,,,,,,7572258452,,,,,,,,,,,,,,,
usm3rgws44el47uchv2tcrfe5bnedewqdt4akdkvbh7szcbnidma,2022-02-01T00:00:00Z/2022-03-01T00:00:00Z,,"Amazon Web Services Canada, Inc.",AWS,Anniversary,623668833879,2022-02-01T00:00:00Z,2022-03-01T00:00:00Z,623668833879,Usage,2022-02-01T03:00:00Z,2022-02-06T05:00:00Z,AWSELB,USE2-EUW2-AWS-In-Bytes,LoadBalancing-PublicIP-In,,arn:aws:elasticloadbalancing:us-east-2:623668833879:loadbalancer/app/edloadbalancer1/a716f415912e9b6a,0.0000003316,,,USD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,$0.00 per GB - US East (Ohio) data transfer from EU (London),,"Amazon Web Services Canada, Inc.",Elastic Load Balancing,,,,,,,,,,,,,,,,US East (Ohio),AWS Region,us-east-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data Transfer,us-east-2,,AWSDataTransfer,AWS Data Transfer,E89NE248V7NX7D6R,,,,,EU (London),AWS Region,eu-west-2,InterRegion Inbound,USE2-EUW2-AWS-In-Bytes,,,,,,E89NE248V7NX7D6R.JRTCKXETXF.6YS6EN2CT7,5713134437,USD,0.0000000000,0.0000000000,OnDemand,GB,,,,,,,,,,7572258452,,,,,,,,,,,,,,,
eorfn5hfftoni5hf3jzkwmxfhgp6f6zmm53edhfqbwbk5aotcrsa,2022-02-01T00:00:00Z/2022-03-01T00:00:00Z,,"Amazon Web Services Canada, Inc.",AWS,Anniversary,623668833879,2022-02-01T00:00:00Z,2022-03-01T00:00:00Z,623668833879,Usage,2022-02-03T16:00:00Z,2022-02-03T17:00:00Z,AmazonS3,Requests-Tier1,ListAllMyBuckets,,,3.0000000000,,,USD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,"$0.00 per request - PUT, COPY, POST, or LIST requests under the monthly global free tier",,"Amazon Web Services Canada, Inc.",Amazon Simple Storage Service,,,,,,,,,,,,,,,,,,,S3-API-Tier1,PUT/COPY/POST or LIST requests,,,,,,,,US East (N. Virginia),AWS Region,,,,,,,,,,,,,,,,,,,API Request,us-east-1,us-east-1,AmazonS3,Amazon Simple Storage Service,E9YHNFENF4XQBZR6,,,,,,,,,Requests-Tier1,,,,,,E9YHNFENF4XQBZR6.A429C66SYZ.6YS6EN2CT7,6083858935,USD,0.0000150000,0.0000050000,,Requests,,,,,,,,,,7572258442,,,,,,,,,,,,,,,
d7xdfymazat33cmdrxfzvskdazatjf65wun4e32f3xiak5pspnoa,2022-02-01T00:00:00Z/2022-03-01T00:00:00Z,,"Amazon Web Services Canada, Inc.",AWS,Anniversary,623668833879,2022-02-01T00:00:00Z,2022-03-01T00:00:00Z,623668833879,Usage,2022-02-02T16:00:00Z,2022-02-02T17:00:00Z,AmazonEC2,USE2-APN1-AWS-Out-Bytes,PublicIP-Out,,i-09b9f607ac53f8fdc,0.0000000373,,,USD,0.0200000000,0.0000000007,0.0200000000,0.0000000007,$0.02 per GB - US East (Ohio) data transfer to Asia Pacific (Tokyo),,"Amazon Web Services Canada, Inc.",Amazon Elastic Compute Cloud,,,,,,,,,,,,,,,,US East (Ohio),AWS Region,us-east-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data Transfer,us-east-2,,AWSDataTransfer,AWS Data Transfer,GEMZ24XYUARTSBA9,,,,,Asia Pacific (Tokyo),AWS Region,ap-northeast-1,InterRegion Outbound,USE2-APN1-AWS-Out-Bytes,,,,,,GEMZ24XYUARTSBA9.JRTCKXETXF.6YS6EN2CT7,5713132689,USD,0.0000000007,0.0200000000,OnDemand,GB,,,,,,,,,,7572258452,,,,,,,,,,,,,,,
sg3xhttkkysjm2qxrmqsq5d3cahhsitcsixv7uhb3iuzancfnn3q,2022-02-01T00:00:00Z/2022-03-01T00:00:00Z,,"Amazon Web Services Canada, Inc.",AWS,Anniversary,623668833879,2022-02-01T00:00:00Z,2022-03-01T00:00:00Z,623668833879,Usage,2022-02-01T17:00:00Z,2022-02-01T18:00:00Z,AWSELB,USE2-APN1-AWS-Out-Bytes,LoadBalancing-PublicIP-Out,,arn:aws:elasticloadbalancing:us-east-2:623668833879:loadbalancer/app/edloadbalancer1/a716f415912e9b6a,0.0000000373,,,USD,0.0200000000,0.0000000007,0.0200000000,0.0000000007,$0.02 per GB - US East (Ohio) data transfer to Asia Pacific (Tokyo),,"Amazon Web Services Canada, Inc.",Elastic Load Balancing,,,,,,,,,,,,,,,,US East (Ohio),AWS Region,us-east-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data Transfer,us-east-2,,AWSDataTransfer,AWS Data Transfer,GEMZ24XYUARTSBA9,,,,,Asia Pacific (Tokyo),AWS Region,ap-northeast-1,InterRegion Outbound,USE2-APN1-AWS-Out-Bytes,,,,,,GEMZ24XYUARTSBA9.JRTCKXETXF.6YS6EN2CT7,5713132689,USD,0.0000000007,0.0200000000,OnDemand,GB,,,,,,,,,,7572258452,,,,,,,,,,,,,,,
r3ziuliqhm3eagjcp2teo6o7joulwwmnv5qvfnamsbiuxwjzz4ma,2022-02-01T00:00:00Z/2022-03-01T00:00:00Z,,"Amazon Web Services Canada, Inc.",AWS,Anniversary,623668833879,2022-02-01T00:00:00Z,2022-03-01T00:00:00Z,623668833879,Usage,2022-02-01T00:00:00Z,2022-02-02T21:00:00Z,AmazonEC2,USE2-USW2-AWS-Out-Bytes,PublicIP-Out,,i-09b9f607ac53f8fdc,0.0000010696,,,USD,0.0200000000,0.0000000210,0.0200000000,0.0000000210,$0.02 per GB - US East (Ohio) data transfer to US West (Oregon),,"Amazon Web Services Canada, Inc.",Amazon Elastic Compute Cloud,,,,,,,,,,,,,,,,US East (Ohio),AWS Region,us-east-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data Transfer,us-east-2,,AWSDataTransfer,AWS Data Transfer,H6CM7XJ9ZZ2JD2NZ,,,,,US West (Oregon),AWS Region,us-west-2,InterRegion Outbound,USE2-USW2-AWS-Out-Bytes,,,,,,H6CM7XJ9ZZ2JD2NZ.JRTCKXETXF.6YS6EN2CT7,5713131863,USD,0.0000000214,0.0200000000,OnDemand,GB,,,,,,,,,,7572258452,,,,,,,,,,,,,,,
mgxm7nr2qtc6msj7vafyw2vxtbsnuqtlnkeodmqsowgm7vokbyua,2022-02-01T00:00:00Z/2022-03-01T00:00:00Z,,"Amazon Web Services Canada, Inc.",AWS,Anniversary,623668833879,2022-02-01T00:00:00Z,2022-03-01T00:00:00Z,623668833879,Usage,2022-02-03T23:00:00Z,2022-02-07T07:00:00Z,AmazonEC2,USE2-USW2-AWS-Out-Bytes,PublicIP-Out,,i-0cfacb22462d8aa72,0.0000017921,,,USD,0.0200000000,0.0000000357,0.0200000000,0.0000000357,$0.02 per GB - US East (Ohio) data transfer to US West (Oregon),,"Amazon Web Services Canada, Inc.",Amazon Elastic Compute Cloud,,,,,,,,,,,,,,,,US East (Ohio),AWS Region,us-east-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data Transfer,us-east-2,,AWSDataTransfer,AWS Data Transfer,H6CM7XJ9ZZ2JD2NZ,,,,,US West (Oregon),AWS Region,us-west-2,InterRegion Outbound,USE2-USW2-AWS-Out-Bytes,,,,,,H6CM7XJ9ZZ2JD2NZ.JRTCKXETXF.6YS6EN2CT7,5713131863,USD,0.0000000358,0.0200000000,OnDemand,GB,,,,,,,,,,7572258452,,,,,,,,,,,,,,,
amrfvieg5xxntamed35i2pjrnep6prl76ycdr7actgplqyvi5g5a,2022-02-01T00:00:00Z/2022-03-01T00:00:00Z,,"Amazon Web Services Canada, Inc.",AWS,Anniversary,623668833879,2022-02-01T00:00:00Z,2022-03-01T00:00:00Z,623668833879,Usage,2022-02-01T00:00:00Z,2022-02-07T07:00:00Z,AWSELB,USE2-USW2-AWS-Out-Bytes,LoadBalancing-PublicIP-Out,,arn:aws:elasticloadbalancing:us-east-2:623668833879:loadbalancer/app/edloadbalancer1/a716f415912e9b6a,0.0000235254,,,USD,0.0200000000,0.0000004698,0.0200000000,0.0000004698,$0.02 per GB - US East (Ohio) data transfer to US West (Oregon),,"Amazon Web Services Canada, Inc.",Elastic Load Balancing,,,,,,,,,,,,,,,,US East (Ohio),AWS Region,us-east-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data Transfer,us-east-2,,AWSDataTransfer,AWS Data Transfer,H6CM7XJ9ZZ2JD2NZ,,,,,US West (Oregon),AWS Region,us-west-2,InterRegion Outbound,USE2-USW2-AWS-Out-Bytes,,,,,,H6CM7XJ9ZZ2JD2NZ.JRTCKXETXF.6YS6EN2CT7,5713131863,USD,0.0000004705,0.0200000000,OnDemand,GB,,,,,,,,,,7572258452,,,,,,,,,,,,,,,
kvg6qkyf7xvwesf7oi44anuyxiseqsvm4f3oqf34lth2islzhm7a,2022-02-01T00:00:00Z/2022-03-01T00:00:00Z,,"Amazon Web Services Canada, Inc.",AWS,Anniversary,623668833879,2022-02-01T00:00:00Z,2022-03-01T00:00:00Z,623668833879,Usage,2022-02-01T00:00:00Z,2022-02-07T12:00:00Z,AWSELB,USE2-LoadBalancerUsage,LoadBalancing:Application,,arn:aws:elasticloadbalancing:us-east-2:623668833879:loadbalancer/app/edloadbalancer1/a716f415912e9b6a,156.0000000000,,,USD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,$0.00 per Application LoadBalancer-hour (or partial hour) under monthly free tier,,"Amazon Web Services Canada, Inc.",Elastic Load Balancing,,,,,,,,,,,,,,,,,,,ELB:Balancing,LoadBalancer hourly usage by Application Load Balancer,,,,,,,,US East (Ohio),AWS Region,,,,,,,,,,,,LoadBalancing:Application,,,LoadBalancerUsage,,,,Load Balancer-Application,us-east-2,us-east-2,AWSELB,Elastic Load Balancing,HCVPZW9WEWSJKJWJ,,,,,,,,,USE2-LoadBalancerUsage,,,,,,HCVPZW9WEWSJKJWJ.A429C66SYZ.6YS6EN2CT7,5979499023,USD,3.5100000000,0.0225000000,,Hrs,,,,,,,,,,7572258820,,,,,,,,,,,,,,,
ykexdmqp55wgy4ryjcpvravllechnbmdns3jw2ldobyu5xyaqbia,2022-02-01T00:00:00Z/2022-03-01T00:00:00Z,,"Amazon Web Services Canada, Inc.",AWS,Anniversary,623668833879,2022-02-01T00:00:00Z,2022-03-01T00:00:00Z,623668833879,Usage,2022-02-01T14:00:00Z,2022-02-01T15:00:00Z,AmazonEC2,USE2-EUW3-AWS-Out-Bytes,PublicIP-Out,,i-09b9f607ac53f8fdc,0.0000000373,,,USD,0.0200000000,0.0000000007,0.0200000000,0.0000000007,$0.02 per GB - US East (Ohio) data transfer to EU (Paris),,"Amazon Web Services Canada, Inc.",Amazon Elastic Compute Cloud,,,,,,,,,,,,,,,,US East (Ohio),AWS Region,us-east-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data Transfer,us-east-2,,AWSDataTransfer,AWS Data Transfer,J97SN72DMJFJRJX4,,,,,EU (Paris),AWS Region,eu-west-3,InterRegion Outbound,USE2-EUW3-AWS-Out-Bytes,,,,,,J97SN72DMJFJRJX4.JRTCKXETXF.6YS6EN2CT7,5713125182,USD,0.0000000007,0.0200000000,OnDemand,GB,,,,,,,,,,7572258452,,,,,,,,,,,,,,,
n5ikhmrx2f6hus3ffdapu42kajcp67wex7rogzczhwtsbqx33geq,2022-02-01T00:00:00Z/2022-03-01T00:00:00Z,,"Amazon Web Services Canada, Inc.",AWS,Anniversary,623668833879,2022-02-01T00:00:00Z,2022-03-01T00:00:00Z,623668833879,Usage,2022-02-02T19:00:00Z,2022-02-02T20:00:00Z,AWSELB,USE2-EUW3-AWS-Out-Bytes,LoadBalancing-PublicIP-Out,,arn:aws:elasticloadbalancing:us-east-2:623668833879:loadbalancer/app/edloadbalancer1/a716f415912e9b6a,0.0000000373,,,USD,0.0200000000,0.0000000007,0.0200000000,0.0000000007,$0.02 per GB - US East (Ohio) data transfer to EU (Paris),,"Amazon Web Services Canada, Inc.",Elastic Load Balancing,,,,,,,,,,,,,,,,US East (Ohio),AWS Region,us-east-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data Transfer,us-east-2,,AWSDataTransfer,AWS Data Transfer,J97SN72DMJFJRJX4,,,,,EU (Paris),AWS Region,eu-west-3,InterRegion Outbound,USE2-EUW3-AWS-Out-Bytes,,,,,,J97SN72DMJFJRJX4.JRTCKXETXF.6YS6EN2CT7,5713125182,USD,0.0000000007,0.0200000000,OnDemand,GB,,,,,,,,,,7572258452,,,,,,,,,,,,,,,
